Year,Business (Main),Business (All),Status,Holding Name,Postcode,Field Group,Parent Field Name,Field Defined Name,Part Field Reference,Official Area ha,Map Sheet,NG Number,Field Number,Field Reference,Crop Group,Variety,Plan Reference,Job Reference,Actual Issued Date,Heading Category,Heading Type,Heading Group,Heading,Product Name,Sentinel MAPP,Application Area ha,Rate per Application Area ha,Working Area ha,Rate per Working Area ha,Quantity,Units,Crop Sequence
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Slug pellets 31/7/2023,NF Slug pellets 31/7/2023 #04 Stubton,45148,Fixed Costs,Machinery Costs,Application,Application,Pellets Applied,,27.4,1,13.7,2,27.4,ha,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Spraying off 7/8/2023,NF Spraying off 7/8/2023 #17 Stubton + pellets,45201,Variable Costs,Pesticides,Herbicides,Herbicides,Roundup Powermax (16373),16373,13.7,1.5,13.7,1.5,20.55,kg,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Spraying off 7/8/2023,NF Spraying off 7/8/2023 #17 Stubton + pellets,45201,Variable Costs,Pesticides,Molluscicides,Molluscicides,Menorexx (18842),18842,13.7,4.497,13.7,4.497,61.604,kg,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Wheat N2 15/2/2024,NF Wheat N2 15/2/2024 #09 Stubton @ 145L/ha,45408,Variable Costs,Nutrition,Fertiliser,Fertiliser,Nuram N35s,,13.7,0.144,13.7,0.144,1.975,m3,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Wheat N2 15/2/2024,NF Wheat N2 15/2/2024 #09 Stubton @ 145L/ha,45408,Variable Costs,Pesticides,Adjuvants,Adjuvants,NitroShield 25,,13.7,0.135,13.7,0.135,1.851,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Wheat N2 15/2/2024,NF Wheat N2 15/2/2024 #09 Stubton @ 145L/ha,45408,Fixed Costs,Machinery Costs,Application,Application,Spray,,13.7,1,13.7,1,13.7,ha,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Wheat Pre-Em 4/10/2023,NF Wheat Pre-Em 4/10/2023 #05 Stubton spring wheat + pellets,45370,Variable Costs,Pesticides,Adjuvants,Adjuvants,Intracrop Adhere,,13.7,0.216,13.7,0.216,2.956,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Wheat Pre-Em 4/10/2023,NF Wheat Pre-Em 4/10/2023 #05 Stubton spring wheat + pellets,45370,Variable Costs,Pesticides,Herbicides,Herbicides,Clayton Facet XL (19724),19724,13.7,0.295,13.7,0.295,4.044,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Wheat Pre-Em 4/10/2023,NF Wheat Pre-Em 4/10/2023 #05 Stubton spring wheat + pellets,45370,Variable Costs,Pesticides,Herbicides,Herbicides,Picona (13428),13428,13.7,3.02,13.7,3.02,41.371,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Wheat Pre-Em 4/10/2023,NF Wheat Pre-Em 4/10/2023 #05 Stubton spring wheat + pellets,45370,Variable Costs,Pesticides,Molluscicides,Molluscicides,X-ecute (18536),18536,13.7,4.009,13.7,4.009,54.918,kg,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Wheat Pre-Em 4/10/2023,NF Wheat Pre-Em 4/10/2023 #05 Stubton spring wheat + pellets,45370,Fixed Costs,Machinery Costs,Application,Application,Spray,,13.7,1,13.7,1,13.7,ha,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Wheat T1 9/4/2024,NF Wheat T1 9/4/2024 #16 Stubton sp wheat,45431,Variable Costs,Nutrition,Trace Elements,Trace Elements,YaraVita Gramitrel,,13.7,1.952,13.7,1.952,26.738,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Wheat T1 9/4/2024,NF Wheat T1 9/4/2024 #16 Stubton sp wheat,45431,Variable Costs,Pesticides,Fungicides,Fungicides,Amistar (18039),18039,13.7,0.783,13.7,0.783,10.724,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Wheat T1 9/4/2024,NF Wheat T1 9/4/2024 #16 Stubton sp wheat,45431,Variable Costs,Pesticides,Fungicides,Fungicides,Tebucur 250 (13975),13975,13.7,0.458,13.7,0.458,6.28,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Wheat T1 9/4/2024,NF Wheat T1 9/4/2024 #16 Stubton sp wheat,45431,Variable Costs,Pesticides,Growth Regulators,Growth Regulators,Curve (19770),19770,13.7,0.066,13.7,0.066,0.906,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Wheat T1 9/4/2024,NF Wheat T1 9/4/2024 #16 Stubton sp wheat,45431,Variable Costs,Pesticides,Growth Regulators,Growth Regulators,Palermo (20387),20387,13.7,0.911,13.7,0.911,12.484,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Wheat T1 9/4/2024,NF Wheat T1 9/4/2024 #16 Stubton sp wheat,45431,Variable Costs,Pesticides,Herbicides,Herbicides,Jubilee SX (18686),18686,13.7,20.202,13.7,20.202,276.763,g,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Wheat T1 9/4/2024,NF Wheat T1 9/4/2024 #16 Stubton sp wheat,45431,Variable Costs,Pesticides,Herbicides,Herbicides,Starane Hi-Load HL (16557),16557,13.7,0.293,13.7,0.293,4.009,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Wheat T1 9/4/2024,NF Wheat T1 9/4/2024 #16 Stubton sp wheat,45431,Fixed Costs,Machinery Costs,Application,Application,Spray,,13.7,1,13.7,1,13.7,ha,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Wheat T2 8/5/2024,NF Wheat T2 8/5/2024 #12 Stubton + kipota,45448,Variable Costs,Nutrition,Trace Elements,Trace Elements,Folex B,,13.7,0.452,13.7,0.452,6.195,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Wheat T2 8/5/2024,NF Wheat T2 8/5/2024 #12 Stubton + kipota,45448,Variable Costs,Nutrition,Trace Elements,Trace Elements,Mn Super,,13.7,0.513,13.7,0.513,7.029,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Wheat T2 8/5/2024,NF Wheat T2 8/5/2024 #12 Stubton + kipota,45448,Variable Costs,Nutrition,Trace Elements,Trace Elements,Omex Folex Magnesium,,13.7,4.688,13.7,4.688,64.225,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Wheat T2 8/5/2024,NF Wheat T2 8/5/2024 #12 Stubton + kipota,45448,Variable Costs,Pesticides,Adjuvants,Adjuvants,Kantor,,13.7,0.144,13.7,0.144,1.97,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Wheat T2 8/5/2024,NF Wheat T2 8/5/2024 #12 Stubton + kipota,45448,Variable Costs,Pesticides,Fungicides,Fungicides,Amistar (18039),18039,13.7,0.734,13.7,0.734,10.054,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Wheat T2 8/5/2024,NF Wheat T2 8/5/2024 #12 Stubton + kipota,45448,Variable Costs,Pesticides,Fungicides,Fungicides,Tubosan (17127),17127,13.7,0.414,13.7,0.414,5.677,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Wheat T2 8/5/2024,NF Wheat T2 8/5/2024 #12 Stubton + kipota,45448,Variable Costs,Pesticides,Growth Regulators,Growth Regulators,Medax Max (17263),17263,13.7,0.267,13.7,0.267,3.654,kg,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Wheat T2 8/5/2024,NF Wheat T2 8/5/2024 #12 Stubton + kipota,45448,Variable Costs,Pesticides,Herbicides,Herbicides,Kipota (17993),17993,13.7,0.229,13.7,0.229,3.138,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Wheat T3 29/5/2024,NF Wheat T3 29/5/2024 #09 Stubton spring wheat,45477,Variable Costs,Nutrition,Trace Elements,Trace Elements,Crop Rooter Plus,,13.7,0.634,13.7,0.634,8.681,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Wheat T3 29/5/2024,NF Wheat T3 29/5/2024 #09 Stubton spring wheat,45477,Variable Costs,Nutrition,Trace Elements,Trace Elements,Omex Folex Magnesium,,13.7,4.688,13.7,4.688,64.225,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Wheat T3 29/5/2024,NF Wheat T3 29/5/2024 #09 Stubton spring wheat,45477,Variable Costs,Pesticides,Fungicides,Fungicides,Tebucur 250 (13975),13975,13.7,0.688,13.7,0.688,9.42,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Wheat trace elements 15/2/2024,NF Wheat trace elements 15/2/2024 #03 Stubton spring wheat + teb,45392,Variable Costs,Nutrition,Trace Elements,Trace Elements,Mn Super,,13.7,0.513,13.7,0.513,7.029,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Wheat trace elements 15/2/2024,NF Wheat trace elements 15/2/2024 #03 Stubton spring wheat + teb,45392,Variable Costs,Nutrition,Trace Elements,Trace Elements,Yara Maize Boost,,13.7,4.347,13.7,4.347,59.55,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Wheat trace elements 15/2/2024,NF Wheat trace elements 15/2/2024 #03 Stubton spring wheat + teb,45392,Variable Costs,Pesticides,Fungicides,Fungicides,Tebucur 250 (13975),13975,13.7,0.367,13.7,0.367,5.024,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Wheat trace elements 15/2/2024,NF Wheat trace elements 15/2/2024 #03 Stubton spring wheat + teb,45392,Fixed Costs,Machinery Costs,Application,Application,Spray,,13.7,1,13.7,1,13.7,ha,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Winter Wheat N1 11/1/2024,NF Winter Wheat N1 11/1/2024 #09 Stubton sp wheat @ 290L/ha,45360,Variable Costs,Nutrition,Fertiliser,Fertiliser,Nuram N35s,,13.7,0.288,13.7,0.288,3.95,m3,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B/05,B,13.7,SK8947,9181,75,Brandon Field,Wheat Spring,Nissaba,NF Winter Wheat N1 11/1/2024,NF Winter Wheat N1 11/1/2024 #09 Stubton sp wheat @ 290L/ha,45360,Fixed Costs,Machinery Costs,Application,Application,Spray,,13.7,1,13.7,1,13.7,ha,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Bridge Field Stub,Bridge Field Stub.B/04,B,29.9,SK8948,4604,75,Bridge Field Stub,Wheat Spring,KWS Cochise,NF Nufol 31/5/2024,NF Nufol 31/5/2024 #04 Stubton,45483,Variable Costs,Nutrition,Fertiliser,Fertiliser,Nufol,,29.9,0.21,29.9,0.21,6.287,m3,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Bridge Field Stub,Bridge Field Stub.B/04,B,29.9,SK8948,4604,75,Bridge Field Stub,Wheat Spring,KWS Cochise,NF Nufol 31/5/2024,NF Nufol 31/5/2024 #04 Stubton,45483,Fixed Costs,Machinery Costs,Application,Application,Spray,,29.9,1,29.9,1,29.9,ha,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Bridge Field Stub,Bridge Field Stub.B/04,B,29.9,SK8948,4604,75,Bridge Field Stub,Wheat Spring,KWS Cochise,NF Wheat N2 15/2/2024,NF Wheat N2 15/2/2024 #09 Stubton @ 145L/ha,45408,Variable Costs,Nutrition,Fertiliser,Fertiliser,Nuram N35s,,29.9,0.144,29.9,0.144,4.311,m3,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Bridge Field Stub,Bridge Field Stub.B/04,B,29.9,SK8948,4604,75,Bridge Field Stub,Wheat Spring,KWS Cochise,NF Wheat N2 15/2/2024,NF Wheat N2 15/2/2024 #09 Stubton @ 145L/ha,45408,Variable Costs,Pesticides,Adjuvants,Adjuvants,NitroShield 25,,29.9,0.135,29.9,0.135,4.042,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Bridge Field Stub,Bridge Field Stub.B/04,B,29.9,SK8948,4604,75,Bridge Field Stub,Wheat Spring,KWS Cochise,NF Wheat N2 15/2/2024,NF Wheat N2 15/2/2024 #09 Stubton @ 145L/ha,45408,Fixed Costs,Machinery Costs,Application,Application,Spray,,29.9,1,29.9,1,29.9,ha,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Bridge Field Stub,Bridge Field Stub.B/04,B,29.9,SK8948,4604,75,Bridge Field Stub,Wheat Spring,KWS Cochise,NF Wheat Pre-Em 4/10/2023,NF Wheat Pre-Em 4/10/2023 #07 Stubton spring wheat,45370,Variable Costs,Pesticides,Adjuvants,Adjuvants,Intracrop Adhere,,29.9,0.216,29.9,0.216,6.45,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Bridge Field Stub,Bridge Field Stub.B/04,B,29.9,SK8948,4604,75,Bridge Field Stub,Wheat Spring,KWS Cochise,NF Wheat Pre-Em 4/10/2023,NF Wheat Pre-Em 4/10/2023 #07 Stubton spring wheat,45370,Variable Costs,Pesticides,Herbicides,Herbicides,Clayton Facet XL (19724),19724,29.9,0.295,29.9,0.295,8.826,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Bridge Field Stub,Bridge Field Stub.B/04,B,29.9,SK8948,4604,75,Bridge Field Stub,Wheat Spring,KWS Cochise,NF Wheat Pre-Em 4/10/2023,NF Wheat Pre-Em 4/10/2023 #07 Stubton spring wheat,45370,Variable Costs,Pesticides,Herbicides,Herbicides,Picona (13428),13428,29.9,3.02,29.9,3.02,90.292,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Bridge Field Stub,Bridge Field Stub.B/04,B,29.9,SK8948,4604,75,Bridge Field Stub,Wheat Spring,KWS Cochise,NF Wheat Pre-Em 4/10/2023,NF Wheat Pre-Em 4/10/2023 #07 Stubton spring wheat,45370,Fixed Costs,Machinery Costs,Application,Application,Spray,,29.9,1,29.9,1,29.9,ha,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Bridge Field Stub,Bridge Field Stub.B/04,B,29.9,SK8948,4604,75,Bridge Field Stub,Wheat Spring,KWS Cochise,NF Wheat T1 9/4/2024,NF Wheat T1 9/4/2024 #16 Stubton sp wheat,45431,Variable Costs,Nutrition,Trace Elements,Trace Elements,YaraVita Gramitrel,,29.9,1.952,29.9,1.952,58.355,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Bridge Field Stub,Bridge Field Stub.B/04,B,29.9,SK8948,4604,75,Bridge Field Stub,Wheat Spring,KWS Cochise,NF Wheat T1 9/4/2024,NF Wheat T1 9/4/2024 #16 Stubton sp wheat,45431,Variable Costs,Pesticides,Fungicides,Fungicides,Amistar (18039),18039,29.9,0.783,29.9,0.783,23.406,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Bridge Field Stub,Bridge Field Stub.B/04,B,29.9,SK8948,4604,75,Bridge Field Stub,Wheat Spring,KWS Cochise,NF Wheat T1 9/4/2024,NF Wheat T1 9/4/2024 #16 Stubton sp wheat,45431,Variable Costs,Pesticides,Fungicides,Fungicides,Tebucur 250 (13975),13975,29.9,0.458,29.9,0.458,13.705,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Bridge Field Stub,Bridge Field Stub.B/04,B,29.9,SK8948,4604,75,Bridge Field Stub,Wheat Spring,KWS Cochise,NF Wheat T1 9/4/2024,NF Wheat T1 9/4/2024 #16 Stubton sp wheat,45431,Variable Costs,Pesticides,Growth Regulators,Growth Regulators,Curve (19770),19770,29.9,0.066,29.9,0.066,1.978,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Bridge Field Stub,Bridge Field Stub.B/04,B,29.9,SK8948,4604,75,Bridge Field Stub,Wheat Spring,KWS Cochise,NF Wheat T1 9/4/2024,NF Wheat T1 9/4/2024 #16 Stubton sp wheat,45431,Variable Costs,Pesticides,Growth Regulators,Growth Regulators,Palermo (20387),20387,29.9,0.911,29.9,0.911,27.246,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Bridge Field Stub,Bridge Field Stub.B/04,B,29.9,SK8948,4604,75,Bridge Field Stub,Wheat Spring,KWS Cochise,NF Wheat T1 9/4/2024,NF Wheat T1 9/4/2024 #16 Stubton sp wheat,45431,Variable Costs,Pesticides,Herbicides,Herbicides,Jubilee SX (18686),18686,29.9,20.202,29.9,20.202,604.029,g,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Bridge Field Stub,Bridge Field Stub.B/04,B,29.9,SK8948,4604,75,Bridge Field Stub,Wheat Spring,KWS Cochise,NF Wheat T1 9/4/2024,NF Wheat T1 9/4/2024 #16 Stubton sp wheat,45431,Variable Costs,Pesticides,Herbicides,Herbicides,Starane Hi-Load HL (16557),16557,29.9,0.293,29.9,0.293,8.75,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Bridge Field Stub,Bridge Field Stub.B/04,B,29.9,SK8948,4604,75,Bridge Field Stub,Wheat Spring,KWS Cochise,NF Wheat T1 9/4/2024,NF Wheat T1 9/4/2024 #16 Stubton sp wheat,45431,Fixed Costs,Machinery Costs,Application,Application,Spray,,29.9,1,29.9,1,29.9,ha,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Bridge Field Stub,Bridge Field Stub.B/04,B,29.9,SK8948,4604,75,Bridge Field Stub,Wheat Spring,KWS Cochise,NF Wheat T2 8/5/2024,NF Wheat T2 8/5/2024 #11 Stubton + Barley,45447,Variable Costs,Nutrition,Trace Elements,Trace Elements,Folex B,,29.9,0.452,29.9,0.452,13.521,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Bridge Field Stub,Bridge Field Stub.B/04,B,29.9,SK8948,4604,75,Bridge Field Stub,Wheat Spring,KWS Cochise,NF Wheat T2 8/5/2024,NF Wheat T2 8/5/2024 #11 Stubton + Barley,45447,Variable Costs,Nutrition,Trace Elements,Trace Elements,Mn Super,,29.9,0.513,29.9,0.513,15.34,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Bridge Field Stub,Bridge Field Stub.B/04,B,29.9,SK8948,4604,75,Bridge Field Stub,Wheat Spring,KWS Cochise,NF Wheat T2 8/5/2024,NF Wheat T2 8/5/2024 #11 Stubton + Barley,45447,Variable Costs,Nutrition,Trace Elements,Trace Elements,Omex Folex Magnesium,,29.9,4.688,29.9,4.688,140.171,L,1
